player_id,inferred_home_region,unique_event_locations,unique_event_states,avg_travel_distance_miles,max_travel_distance_miles,pct_events_outside_home_region,traveling_competitor_label,travel_distance_confidence
31223384,CT,8,3,1349.3103609940665,2611.9886730593935,0.6410256410256411,Tournament road warrior,approximate (city-level)
31262968,CA,2,1,0.0,0.0,0.0,Local grinder,approximate (state-level)
31291081,FL,3,2,635.169876880132,2427.605769226072,0.25,Tournament road warrior,approximate (city-level)
31307108,GA,4,4,1052.4514797500965,2178.553206185119,0.84,Tournament road warrior,approximate (city-level)
31353893,NJ,4,1,22.984384191753364,50.17631486435805,0.0,Local grinder,approximate (city-level)
31373726,IN,18,8,329.24194652466934,1930.6079176946018,0.7777777777777778,Multi-state competitor,approximate (state-level)
31629936,,1,1,,,,Insufficient location data,low
31638483,NY,1,1,111.61614841039955,111.61614841039955,0.0,Multi-state competitor,approximate (city-level)
31669397,FL,1,1,995.2812466162026,995.2812466162026,1.0,Tournament road warrior,approximate (city-level)
31749023,CA,2,1,181.16049535140235,198.17302642039274,0.0,Multi-state competitor,approximate (city-level)
31817543,NY,1,1,111.61614841039955,111.61614841039955,0.0,Multi-state competitor,approximate (city-level)
31821604,CA,8,2,134.2694057100146,275.3657912584673,0.2,Multi-state competitor,approximate (city-level)
31877167,,1,1,,,,Insufficient location data,low
31948551,,1,1,,,,Insufficient location data,low
31955969,,1,1,,,,Insufficient location data,low
32169309,NJ,1,1,0.0,0.0,0.0,Local grinder,approximate (state-level)
32180732,NJ,1,1,39.36777831881205,39.36777831881205,1.0,Regional traveler,approximate (city-level)
32215714,PA,4,2,84.07151488035093,168.14302976070186,0.5,Regional traveler,approximate (city-level)
32304487,CA,2,1,156.28802842116647,164.13954223314764,0.0,Multi-state competitor,approximate (city-level)
32415392,,1,1,,,,Insufficient location data,low
